learner_id,gender,age,education_level,course_type,learning_mode,region,device_type,study_hours_per_week,videos_watched,forum_posts,assignments_completed_score,quiz_score,engagement_score,final_score,participation_level,completion_status,performance_category
LRN00178,Female,30,Undergraduate,Business,Self-paced,Giza,Laptop,8.7,23 videos,4,89.3,90.3,72,75.39896107,High,Completed,Very Good
LRN00179,Male,38,Undergraduate,Data Analysis,Instructor-led,Other,Mobile,5.4,10 videos,3,46.5,66.9,57,54.32781107,Medium,Not Completed,Good
LRN00180,Male,32,Professional,AI Fundamentals,Self-paced,Alexandria,Laptop,14.8,35 videos,7,98.9,100,97,86.86301354,High,Completed,Excellent
LRN00181,Female,35,Graduate,Business,Instructor-led,Delta,Mobile,4.7,25 videos,5,63.7,65.6,77.3,56.44040702,Medium,Not Completed,Good
LRN00182,Male,26,Undergraduate,Design,Self-paced,Delta,Mobile,4.6,25 videos,1,66.2,68.3,61.8,56.3740874,Medium,Not Completed,Good
LRN00183,Male,17,Professional,Business,Instructor-led,Other,Mobile,10.8,37 videos,4,100,100,100,85.48316691,High,Completed,Excellent
LRN00184,Male,31,High School,Business,Self-paced,Cairo,Laptop,5.5,29 videos,3,71.4,67.3,82.5,68.55112085,High,Completed,Very Good
LRN00185,Male,39,High School,Business,Self-paced,Delta,Mobile,3.5,15 videos,3,63.2,67.8,67.9,52.08845935,High,Not Completed,Good
LRN00186,Female,29,Professional,Programming,Instructor-led,Cairo,Laptop,9.1,22 videos,4,79.2,78.8,80.8,67.93483929,High,Completed,Very Good
LRN00187,Male,26,High School,Programming,Self-paced,Giza,Mobile,1.4,13 videos,3,58.4,64.9,51.6,55.54850012,Medium,Not Completed,Good
LRN00188,Female,32,Professional,Data Analysis,Self-paced,Delta,Laptop,10.7,27 videos,7,94.9,86.2,92.4,86.75963618,High,Completed,Excellent
LRN00189,Female,36,Graduate,Business,Blended,Upper Egypt,Laptop,5.8,20 videos,3,29.8,74.3,48.2,55.67489386,Medium,Not Completed,Good
LRN00190,Male,21,Undergraduate,Data Analysis,Self-paced,Delta,Mobile,6.1,20 videos,2,61.7,67.6,59.9,46.40363418,Medium,Not Completed,Needs Support
LRN00191,Male,28,Undergraduate,Programming,Instructor-led,Upper Egypt,Mobile,4.6,12 videos,9,69.6,72.1,77.6,62.83861375,Medium,Completed,Good
LRN00192,Female,20,Graduate,Data Analysis,Self-paced,Delta,Laptop,10.4,25 videos,2,64.5,75,71.4,65.42640662,High,Completed,Very Good
LRN00193,Female,30,Undergraduate,Design,Blended,Cairo,Laptop,3.6,11 videos,6,53.3,70,36.5,45.19633558,Low,Not Completed,Needs Support
LRN00194,Female,28,Undergraduate,Business,Self-paced,Delta,Mobile,4.8,17 videos,1,70.1,69.4,57.2,58.71729695,Medium,Not Completed,Good
LRN00195,Female,22,Undergraduate,Data Analysis,Instructor-led,Alexandria,Mobile,5.6,27 videos,3,92.2,84,80.3,71.38279135,High,Completed,Very Good
LRN00196,Male,28,Graduate,Programming,Instructor-led,Delta,Mobile,4.2,22 videos,3,65,73.7,67.3,59.67496134,Medium,Not Completed,Good
LRN00197,Male,27,Undergraduate,Programming,Blended,Cairo,Laptop,10,26 videos,15,100,89.2,97,100,High,Completed,Excellent
LRN00198,Male,31,Professional,Design,Self-paced,Delta,Mobile,4.6,19 videos,2,54.4,63.5,40.8,49.25065382,Low,Not Completed,Needs Support
LRN00199,Female,25,Graduate,Data Analysis,Instructor-led,Cairo,Mobile,3.6,13 videos,3,70.9,69.4,58.4,58.37065799,Medium,Not Completed,Good
LRN00200,Male,22,High School,Programming,Blended,Delta,Mobile,1,13 videos,6,43.3,55,53,45.58109668,Medium,Not Completed,Needs Support
LRN00201,Female,24,High School,Data Analysis,Self-paced,Upper Egypt,Laptop,4.8,21 videos,3,54.7,74.8,66.7,57.93822265,Medium,Not Completed,Good
LRN00202,Male,30,High School,Business,Instructor-led,Cairo,Mobile,1.4,19 videos,1,36.3,63.6,47.6,36.48483662,Low,Not Completed,Needs Support
LRN00203,Male,24,Graduate,AI Fundamentals,Instructor-led,Cairo,Laptop,11.8,42 videos,3,77.4,94.9,91.1,71.99144135,High,Completed,Very Good
LRN00204,Male,40,Undergraduate,AI Fundamentals,Instructor-led,Alexandria,Laptop,9.3,22 videos,3,69.4,85.1,84.4,71.30854469,High,Completed,Very Good
LRN00205,Female,24,Undergraduate,AI Fundamentals,Self-paced,Alexandria,Laptop,7.2,22 videos,4,65.3,75.5,61.9,59.54444486,Medium,Not Completed,Good
LRN00206,Female,31,High School,Data Analysis,Blended,Giza,Tablet,3.9,19 videos,10,82.2,70.7,78.6,54.31698959,High,Not Completed,Good
LRN00207,Female,16,Graduate,Business,Instructor-led,Giza,Laptop,6.3,21 videos,1,56.7,85.3,50.6,67.33696376,Low,Completed,Very Good
LRN00208,Male,21,Undergraduate,Data Analysis,Instructor-led,Giza,Laptop,6.8,15 videos,2,59.9,69.3,60.1,57.22501522,Medium,Not Completed,Good
LRN00209,Male,30,Graduate,AI Fundamentals,Self-paced,Delta,Mobile,3.1,14 videos,4,42.8,73.8,46,55.40718177,Medium,Not Completed,Good
LRN00210,Female,17,Professional,AI Fundamentals,Instructor-led,Alexandria,Laptop,9,23 videos,3,75.3,87.2,79.5,61.28568858,High,Completed,Good
LRN00211,Female,30,Professional,Design,Instructor-led,Alexandria,Tablet,4.4,13 videos,3,40.8,51.5,50.5,49.13743528,Low,Not Completed,Needs Support
LRN00212,Female,16,Professional,AI Fundamentals,Blended,Alexandria,Laptop,6.7,18 videos,6,69.7,61.3,60.1,53.8339746,Medium,Not Completed,Good
LRN00213,Male,16,Graduate,Design,Blended,Upper Egypt,Tablet,9.5,23 videos,4,62.3,88.4,74,75.21078941,High,Completed,Very Good
LRN00214,Male,32,Undergraduate,AI Fundamentals,Self-paced,Cairo,Laptop,12,30 videos,4,93.2,100,89.7,86.91434237,High,Completed,Excellent
LRN00215,Male,32,Graduate,Programming,Self-paced,Cairo,Laptop,9.2,21 videos,1,79.2,92.2,68.1,75.31628276,High,Completed,Very Good
LRN00216,Male,18,Graduate,Data Analysis,Blended,Alexandria,Laptop,10.1,33 videos,4,90.4,91.9,78.4,80.7975852,High,Completed,Excellent
LRN00217,Female,29,Professional,Business,Instructor-led,Delta,Tablet,9.8,31 videos,2,77.9,89.3,86.7,73.78431151,High,Completed,Very Good
LRN00218,Female,29,Professional,Programming,Self-paced,Cairo,Tablet,8.9,27 videos,3,65.3,84.1,69.2,63.48742632,High,Completed,Good
LRN00219,Male,37,High School,Business,Instructor-led,Upper Egypt,Mobile,4.5,21 videos,2,71.4,66.6,82.5,59.45419905,High,Not Completed,Good
LRN00220,Male,26,High School,Programming,Self-paced,Cairo,Mobile,1,12 videos,4,37.4,45,37.4,26.02045396,Low,Not Completed,Needs Support
LRN00221,Female,32,High School,Business,Self-paced,Delta,Laptop,3.7,21 videos,7,67.5,66.8,70.9,54.99144848,High,Not Completed,Good
LRN00222,Female,20,Undergraduate,Data Analysis,Blended,Cairo,Laptop,6.4,13 videos,4,57.8,89.8,51.1,57.73604273,Medium,Not Completed,Good
LRN00223,Male,23,Undergraduate,Programming,Instructor-led,Giza,Mobile,5.3,19 videos,3,79.9,68,80.4,56.61547324,High,Not Completed,Good
LRN00224,Male,25,Undergraduate,Business,Blended,Cairo,Laptop,5.9,23 videos,8,62.4,83.6,59.7,63.81333138,Medium,Completed,Good
LRN00225,Male,32,Undergraduate,Programming,Blended,Giza,Tablet,3.9,5 videos,3,37.2,46,24.3,33.41858716,Low,Not Completed,Needs Support
LRN00226,Male,19,Graduate,Design,Blended,Delta,Laptop,6.6,6 videos,6,51,61.5,53,51.38521162,Medium,Not Completed,Good
LRN00227,Male,31,High School,Business,Self-paced,Giza,Laptop,6.3,31 videos,7,77.3,76.6,86.4,71.94225396,High,Completed,Very Good
LRN00228,Female,32,Undergraduate,AI Fundamentals,Self-paced,Cairo,Mobile,8.8,29 videos,4,100,85.4,90.8,78.90069971,High,Completed,Very Good
LRN00229,Female,32,Professional,AI Fundamentals,Self-paced,Giza,Tablet,9.3,28 videos,3,76.6,86.4,76,67.33641793,High,Completed,Very Good
LRN00230,Female,32,Graduate,Programming,Self-paced,Alexandria,Laptop,6.5,21 videos,2,72.8,78.9,64.2,65.37471012,Medium,Completed,Very Good
LRN00231,Female,32,Professional,Programming,Blended,Upper Egypt,Laptop,8.1,21 videos,5,61.1,70.6,70.6,45.97401695,High,Not Completed,Needs Support
LRN00232,Female,31,High School,Design,Blended,Alexandria,Laptop,7.1,24 videos,7,100,69,90.5,72.38952454,High,Completed,Very Good
LRN00233,Female,30,High School,Design,Self-paced,Alexandria,Laptop,3.4,17 videos,2,77.7,63.3,51.8,58.48584312,Medium,Not Completed,Good
LRN00234,Female,29,Undergraduate,Data Analysis,Instructor-led,Cairo,Laptop,11.5,39 videos,4,93.8,98.5,100,92.35962631,High,Completed,Excellent
LRN00235,Male,16,High School,Design,Self-paced,Other,Mobile,5.1,34 videos,6,93.8,90.4,91.8,74.88278389,High,Completed,Very Good
LRN00236,Male,18,High School,Business,Blended,Delta,Mobile,5.1,22 videos,3,84.3,94,69.4,60.72806384,High,Completed,Good
LRN00237,Male,31,Undergraduate,Data Analysis,Blended,Cairo,Laptop,12.5,28 videos,2,69.1,75.7,75.8,55.7636707,High,Not Completed,Good
LRN00238,Male,40,High School,Programming,Self-paced,Giza,Laptop,4.3,20 videos,3,70.6,62.7,66.4,59.50526053,Medium,Not Completed,Good
LRN00239,Male,29,Undergraduate,Design,Instructor-led,Delta,Mobile,5.3,21 videos,3,74,78.9,77.1,64.00508468,Medium,Completed,Good
LRN00240,Female,25,Graduate,Business,Self-paced,Cairo,Tablet,4.7,16 videos,1,43.1,62.1,43,54.95649538,Medium,Not Completed,Good
LRN00241,Male,30,Undergraduate,Business,Instructor-led,Alexandria,Laptop,11.5,30 videos,3,88.9,88.4,88.7,73.04948183,High,Completed,Very Good
LRN00242,Male,37,Undergraduate,Programming,Self-paced,Delta,Laptop,9.1,25 videos,3,68.3,85,70,69.81667952,High,Completed,Very Good
LRN00243,Male,24,Professional,Data Analysis,Self-paced,Giza,Mobile,2.5,14 videos,2,39.9,55,47.5,49.03675818,Medium,Not Completed,Needs Support
LRN00244,Female,30,Graduate,Data Analysis,Self-paced,Delta,Mobile,3.1,12 videos,4,35.7,44.5,42.3,36.47230965,Medium,Not Completed,Needs Support
LRN00245,Female,24,High School,Business,Self-paced,Alexandria,Laptop,1,5 videos,3,33.6,55.3,27.5,26.09532404,Low,Not Completed,Needs Support
LRN00246,Female,33,Undergraduate,AI Fundamentals,Instructor-led,Alexandria,Laptop,12.3,35 videos,5,100,100,100,100,High,Completed,Excellent
LRN00247,Male,28,High School,Data Analysis,Instructor-led,Other,Mobile,1,3 videos,1,24.9,44.7,22.5,35.07293729,Low,Not Completed,Needs Support
LRN00248,Female,27,High School,Business,Instructor-led,Cairo,Mobile,5.1,25 videos,1,94,70.4,88.3,68.74376992,High,Completed,Very Good
LRN00249,Male,29,High School,Business,Self-paced,Giza,Laptop,7.1,22 videos,4,100,92.5,81.4,83.42977039,High,Completed,Excellent
LRN00250,Male,34,Undergraduate,Business,Self-paced,Upper Egypt,Mobile,7.8,17 videos,2,48.7,88.8,60.4,65.7233058,Medium,Completed,Very Good
LRN00251,Male,26,Professional,AI Fundamentals,Self-paced,Cairo,Tablet,9.7,26 videos,4,73.5,89,77,75.89385542,High,Completed,Very Good
LRN00252,Male,26,High School,Business,Self-paced,Giza,Laptop,10.9,34 videos,9,92.5,91.3,97,76.29127613,High,Completed,Very Good
LRN00253,Female,18,Professional,Data Analysis,Self-paced,Other,Laptop,5.6,20 videos,1,60.2,67.1,45,53.63578811,Medium,Not Completed,Good
LRN00254,Male,31,High School,Data Analysis,Blended,Cairo,Laptop,6.1,23 videos,4,62.8,75.2,63.1,66.82357851,Medium,Completed,Very Good
LRN00255,Male,28,Undergraduate,AI Fundamentals,Blended,Cairo,Laptop,9.4,30 videos,5,95.1,100,83.2,85.45763608,High,Completed,Excellent
LRN00256,Male,21,Undergraduate,AI Fundamentals,Blended,Other,Mobile,6.3,23 videos,4,80.5,90.8,72.8,73.49075501,High,Completed,Very Good
LRN00257,Male,32,Undergraduate,Programming,Self-paced,Cairo,Laptop,7.9,16 videos,6,63.4,78.7,68.5,60.73087815,High,Completed,Good
LRN00258,Female,16,Undergraduate,Business,Self-paced,Cairo,Tablet,10,28 videos,7,84.1,90.2,78.6,71.79510665,High,Completed,Very Good
LRN00259,Male,28,High School,Business,Blended,Other,Mobile,1,23 videos,1,55.2,55,46.9,35.36741307,Medium,Not Completed,Needs Support
LRN00260,Female,20,Undergraduate,Data Analysis,Blended,Delta,Laptop,9.4,21 videos,5,74.7,99.4,69.7,78.71232299,High,Completed,Very Good
LRN00261,Female,37,Undergraduate,Programming,Instructor-led,Alexandria,Laptop,4.2,17 videos,6,54.8,66.4,60.9,51.37557833,Medium,Not Completed,Good
LRN00262,Male,25,Graduate,AI Fundamentals,Self-paced,Giza,Laptop,9.3,25 videos,1,88.8,90.4,69.5,68.47310194,High,Completed,Very Good
LRN00263,Male,24,Graduate,Design,Instructor-led,Upper Egypt,Laptop,8.7,23 videos,6,81.5,81.3,83.7,77.41204333,High,Completed,Very Good
LRN00264,Male,36,Undergraduate,Programming,Instructor-led,Delta,Mobile,5.7,25 videos,1,65.1,76.7,64.1,57.5654446,Medium,Not Completed,Good
LRN00265,Male,16,High School,Business,Self-paced,Other,Laptop,1.3,16 videos,0,52.8,59.6,32.5,37.3106755,Low,Not Completed,Needs Support
LRN00266,Male,16,High School,Business,Self-paced,Alexandria,Laptop,5.5,25 videos,6,80.3,81.3,74.4,65.32875993,High,Completed,Very Good
LRN00267,Male,35,Professional,Business,Self-paced,Delta,Tablet,4.1,17 videos,3,50.1,64.1,34.5,44.1745537,Low,Not Completed,Needs Support
LRN00268,Female,22,Undergraduate,Business,Instructor-led,Cairo,Laptop,6.7,13 videos,5,53.8,69.7,69.4,59.37511035,Medium,Not Completed,Good
LRN00269,Female,19,Graduate,Data Analysis,Instructor-led,Delta,Laptop,6.4,12 videos,4,57.3,65.5,68.5,51.69343205,Medium,Not Completed,Good
LRN00270,Male,23,Undergraduate,Data Analysis,Blended,Giza,Laptop,10.7,29 videos,5,80.4,73.6,84.8,76.43186938,High,Completed,Very Good
LRN00271,Female,34,High School,AI Fundamentals,Instructor-led,Cairo,Laptop,2.6,22 videos,0,59.8,70.4,55,55.09114794,Medium,Not Completed,Good
LRN00272,Female,29,Undergraduate,Business,Self-paced,Cairo,Laptop,7.9,22 videos,2,84.9,77.9,57.5,63.73668627,Medium,Completed,Good
LRN00273,Female,23,Undergraduate,Data Analysis,Self-paced,Upper Egypt,Mobile,4.3,11 videos,1,44,58.8,46.4,43.50105095,Medium,Not Completed,Needs Support
LRN00274,Male,21,Professional,Business,Blended,Cairo,Tablet,1,9 videos,2,32.4,48.9,17.7,27.44184528,Low,Not Completed,Needs Support
LRN00275,Male,30,Undergraduate,Design,Self-paced,Upper Egypt,Mobile,6.7,24 videos,6,76.7,72.6,73.5,64.97432364,High,Completed,Good
LRN00276,Female,42,Undergraduate,Business,Blended,Cairo,Mobile,4.7,13 videos,1,49.6,55.8,47,52.68936983,Medium,Not Completed,Good
LRN00277,Female,22,Undergraduate,Business,Self-paced,Delta,Mobile,8.7,20 videos,4,89.7,86.3,74.4,72.30531841,High,Completed,Very Good
LRN00278,Male,34,Undergraduate,AI Fundamentals,Self-paced,Other,Mobile,6.3,22 videos,7,78.6,65.7,79.9,64.61232911,High,Completed,Good
LRN00279,Female,43,Graduate,Business,Blended,Cairo,Laptop,6.8,23 videos,4,64.7,68.4,63.2,54.70208614,Medium,Not Completed,Good
LRN00280,Male,26,Professional,Business,Self-paced,Upper Egypt,Laptop,11.1,28 videos,6,89.9,91.1,86.4,83.17977522,High,Completed,Excellent
LRN00281,Female,20,Professional,Data Analysis,Self-paced,Alexandria,Laptop,6.7,23 videos,3,78.8,87.9,62.9,69.78703327,Medium,Completed,Very Good
LRN00282,Female,24,Undergraduate,Data Analysis,Blended,Delta,Laptop,4.3,13 videos,6,74.5,74,54.2,65.45308894,Medium,Completed,Very Good
LRN00283,Male,27,High School,AI Fundamentals,Instructor-led,Cairo,Laptop,4,13 videos,4,77.3,75.3,77.2,60.17404857,Medium,Completed,Good
LRN00284,Female,22,Undergraduate,Business,Blended,Cairo,Mobile,4.6,19 videos,4,54.4,68.4,52.4,55.1528766,Medium,Not Completed,Good
LRN00285,Female,23,Graduate,Programming,Self-paced,Cairo,Tablet,2.7,19 videos,4,66.7,52.4,46.2,52.73541776,Medium,Not Completed,Good
LRN00286,Female,32,High School,Data Analysis,Self-paced,Upper Egypt,Mobile,1,0 videos,0,49.6,48.3,7.6,29.43691132,Low,Not Completed,Needs Support
LRN00287,Female,38,High School,Data Analysis,Blended,Other,Laptop,6.3,23 videos,5,80,94,74.6,72.225232,High,Completed,Very Good
LRN00288,Male,21,Undergraduate,Programming,Blended,Delta,Laptop,11,29 videos,4,76.5,78.4,86.7,73.65869067,High,Completed,Very Good
LRN00289,Female,29,High School,AI Fundamentals,Instructor-led,Upper Egypt,Laptop,5.1,21 videos,5,76,86,84.7,68.93710666,High,Completed,Very Good
LRN00290,Female,22,Undergraduate,Data Analysis,Self-paced,Upper Egypt,Laptop,8.6,26 videos,5,69.8,82.2,76.2,69.22659598,High,Completed,Very Good
LRN00291,Female,34,Graduate,Business,Self-paced,Giza,Mobile,7,19 videos,3,75.3,73.4,69.2,67.32218115,High,Completed,Very Good
LRN00292,Male,40,Graduate,Business,Blended,Other,Laptop,8.1,15 videos,8,56.2,81.9,68.6,62.34511967,High,Completed,Good
LRN00293,Female,24,Undergraduate,Design,Instructor-led,Upper Egypt,Mobile,6.1,21 videos,4,70.7,71.8,81.8,63.43600602,High,Completed,Good
LRN00294,Female,28,Graduate,Programming,Blended,Cairo,Laptop,12.9,36 videos,8,100,100,97,91.05330896,High,Completed,Excellent
LRN00295,Male,34,Professional,Programming,Blended,Cairo,Mobile,1,12 videos,2,39.4,57.2,19.1,32.49415799,Low,Not Completed,Needs Support
LRN00296,Male,25,Graduate,Data Analysis,Self-paced,Cairo,Laptop,1.2,5 videos,3,50.2,41.7,19.3,30.21643369,Low,Not Completed,Needs Support
LRN00297,Male,30,High School,Data Analysis,Instructor-led,Delta,Mobile,4,18 videos,7,59.3,63.3,82.3,52.14569856,High,Not Completed,Good
LRN00298,Female,17,Professional,Data Analysis,Instructor-led,Giza,Laptop,6.8,17 videos,2,55.4,73.4,66,57.96929274,Medium,Not Completed,Good
LRN00299,Male,16,Graduate,Data Analysis,Blended,Delta,Tablet,6.6,18 videos,2,62,67,51.6,56.78874927,Medium,Not Completed,Good
LRN00300,Male,25,Graduate,Programming,Blended,Alexandria,Tablet,7.9,19 videos,6,70.5,91.9,68.1,68.3843133,High,Completed,Very Good
LRN00301,Female,29,Undergraduate,Data Analysis,Instructor-led,Delta,Mobile,4.1,15 videos,1,45.2,68.2,56.6,45.90244475,Medium,Not Completed,Needs Support
LRN00302,Female,16,Graduate,Data Analysis,Blended,Alexandria,Tablet,6.5,16 videos,3,60.1,70.5,52.1,54.83891659,Medium,Not Completed,Good
LRN00303,Female,24,Graduate,Programming,Blended,Delta,Laptop,11.4,27 videos,8,85.5,100,93.5,86.18043922,High,Completed,Excellent
LRN00304,Male,26,Undergraduate,Data Analysis,Self-paced,Other,Mobile,2.5,9 videos,0,19.7,55.9,24.1,31.94984645,Low,Not Completed,Needs Support
LRN00305,Female,29,Professional,AI Fundamentals,Self-paced,Cairo,Laptop,5.4,18 videos,3,55.4,88.7,53,70.96274986,Medium,Completed,Very Good
LRN00306,Male,30,High School,AI Fundamentals,Instructor-led,Other,Laptop,2.3,14 videos,2,49.6,48.7,53.4,38.68292045,Medium,Not Completed,Needs Support
LRN00307,Male,31,Undergraduate,Programming,Blended,Alexandria,Laptop,11.5,29 videos,9,81.3,96.5,97,81.94841551,High,Completed,Excellent
LRN00308,Female,31,Undergraduate,Programming,Blended,Upper Egypt,Laptop,5,15 videos,5,64.1,77.1,46.3,60.16648733,Medium,Completed,Good
LRN00309,Female,44,Undergraduate,Business,Self-paced,Upper Egypt,Laptop,5.5,18 videos,3,55.3,64.3,46.9,46.63660075,Medium,Not Completed,Needs Support
LRN00310,Female,23,Graduate,Programming,Self-paced,Cairo,Mobile,5.9,19 videos,4,52.8,81.9,56.3,67.48609439,Medium,Completed,Very Good
LRN00311,Female,16,Undergraduate,Business,Self-paced,Upper Egypt,Mobile,2.9,21 videos,1,49.3,64.7,37.2,44.75308035,Low,Not Completed,Needs Support
LRN00312,Female,31,Graduate,Programming,Blended,Delta,Mobile,5.8,23 videos,2,50.4,69.4,51,54.53571894,Medium,Not Completed,Good
LRN00313,Female,16,Undergraduate,Business,Instructor-led,Upper Egypt,Laptop,11.6,30 videos,6,96.4,94.6,100,86.58506818,High,Completed,Excellent
LRN00314,Female,35,Professional,AI Fundamentals,Blended,Cairo,Laptop,7,24 videos,5,62.2,77.5,54,64.16818972,Medium,Completed,Good
LRN00315,Male,17,Undergraduate,AI Fundamentals,Blended,Other,Mobile,4.9,21 videos,4,63.9,74.7,59.5,52.6257775,Medium,Not Completed,Good
LRN00316,Female,24,Graduate,Data Analysis,Instructor-led,Delta,Laptop,3.9,15 videos,0,46.6,56,39.9,50.20923764,Low,Not Completed,Good
LRN00317,Male,26,Graduate,AI Fundamentals,Instructor-led,Alexandria,Laptop,8.5,27 videos,7,64.5,86,89.1,72.00359402,High,Completed,Very Good
LRN00318,Female,30,Undergraduate,Data Analysis,Self-paced,Delta,,2,10 videos,2,47.8,54.3,35.1,42.86729438,Low,Not Completed,Needs Support
LRN00319,Male,21,Undergraduate,Business,Instructor-led,Alexandria,Laptop,7.2,22 videos,3,61.9,80.3,69.3,59.5081234,Medium,Not Completed,Good
LRN00320,Female,37,Professional,Business,Self-paced,Cairo,Laptop,4.1,6 videos,2,48.4,68.6,33.6,47.79621507,Low,Not Completed,Needs Support
LRN00321,Male,21,Undergraduate,Design,Self-paced,Other,Tablet,11.3,30 videos,6,91.3,88.4,97,77.36505019,High,Completed,Very Good
LRN00322,Male,33,Graduate,Business,Self-paced,Upper Egypt,Mobile,6.1,15 videos,2,76.3,96.7,64.6,76.59822215,Medium,Completed,Very Good
LRN00323,Male,30,Graduate,AI Fundamentals,Self-paced,Delta,Laptop,10.4,27 videos,3,79.4,85.7,80.6,67.83595791,High,Completed,Very Good
LRN00324,Male,28,Undergraduate,Design,Self-paced,Giza,Mobile,5.7,20 videos,5,67.8,69.5,60.2,58.64586709,Medium,Not Completed,Good
LRN00325,Female,34,Undergraduate,Business,Self-paced,Alexandria,Laptop,5.1,14 videos,3,58.2,82.1,44.5,54.32286942,Medium,Not Completed,Good
LRN00326,Male,31,Undergraduate,Programming,Self-paced,Cairo,Mobile,4.5,19 videos,3,59.8,62.7,49.4,42.56186056,Medium,Not Completed,Needs Support
LRN00327,Male,30,Graduate,Programming,Self-paced,Alexandria,Laptop,8.5,28 videos,3,62.7,76,62,56.79820635,Medium,Not Completed,Good
